EC,kcat VALUE,ORGANISM,log10_kcat,UNIPROT_list,reaction_IDs,PMID,BiGG acc,BiGG ID
1.1.1.95,115.1,Arabidopsis thaliana,2.0610753236297916,"['O04130', 'O49485', 'Q9LT69']",2298,24368794.0,0.9890029325513197,LDH_D
1.1.1.95,119.7,Arabidopsis thaliana,2.0780941504064105,"['O04130', 'O49485', 'Q9LT69']",2298,24368794.0,0.9890029325513197,LDH_D
1.1.1.95,142.4,Arabidopsis thaliana,2.1535099893008374,"['O04130', 'O49485', 'Q9LT69']",2298,24368794.0,0.9890029325513197,LDH_D
1.1.1.95,147.4,Arabidopsis thaliana,2.1684974835230326,"['O04130', 'O49485', 'Q9LT69']",2298,24368794.0,0.9890029325513197,LDH_D
1.1.1.B19,0.695,Aeribacillus pallidus,-0.15801519540988615,['E0D583'],2307,20834176.0,0.9836916234247591,ALDD4_r
1.1.1.B19,2.75,Aeribacillus pallidus,0.43933269383026263,['E0D583'],2310,20834176.0,0.9873980726464048,GLYCDx
1.1.1.B19,2.75,Aeribacillus pallidus,0.43933269383026263,['E0D583'],2314,20834176.0,0.9852180339985218,GLTPD
1.1.1.B20,1.02,Serratia marcescens,0.00860017176191757,['H9XP47'],2315,23666479.0,0.9873980726464048,GLYCDx
1.1.1.B20,19.7,Serratia marcescens,1.294466226161593,['H9XP47'],2316,23666479.0,0.9873980726464048,ALR4x
1.1.1.B20,11.5,Serratia marcescens,1.0606978403536116,['H9XP47'],2320,23666479.0,0.9787077826725403,ALDD4_r
1.1.1.B20,6.2,Serratia marcescens,0.7923916894982539,['H9XP47'],2322,23666479.0,0.9873980726464048,GLYCDx
1.1.1.B28,26.67,Escherichia coli,1.426023015689876,,2324,19019146.0,0.9459459459459459,UDPGD_r
1.1.1.B28,6.76,Escherichia coli,0.829946695941636,,2326,19019146.0,0.9485488126649076,TDPDRR
1.1.1.B35,23.8,Saccharolobus solfataricus,1.376576957056512,['Q97YM2'],2327,16849334.0,0.9881862404447533,G6PDH2r
1.1.1.B35,17.7,Saccharolobus solfataricus,1.2479732663618066,['Q97YM2'],2328,16849334.0,0.9874913134120917,G6PDH2r
1.1.1.B35,26.8,Saccharolobus solfataricus,1.4281347940287887,['Q97YM2'],2329,16849334.0,0.9909659485753995,G6PDH2r
1.1.1.B4,23.3,Thermoanaerobacter ethanolicus,1.3673559210260189,,2338,27495738.0,0.9852838121934128,G3PD2_r
1.1.1.B4,6.5,Thermoanaerobacter ethanolicus,0.8129133566428556,,2341,27495738.0,0.9750346740638003,G3PD2_r
1.1.1.B4,2,Thermoanaerobacter ethanolicus,0.3010299956639812,,2345,27495738.0,0.9825296995108316,G3PD2_r
1.1.1.B4,35,Thermoanaerobacter ethanolicus,1.5440680443502757,,2348,27495738.0,0.9777623349548298,ALDD3y_r
1.1.1.B4,15.8,Thermoanaerobacter ethanolicus,1.1986570869544226,,2349,27495738.0,0.9683413626978665,ALDD3y_r
1.1.1.B4,3.97,Carboxydothermus hydrogenoformans,0.5987905067631151,['Q3ACV3'],2364,23160740.0,0.9604601006470166,TRSARr
1.1.1.B4,5.2,Gluconobacter oxydans,0.7160033436347992,,2356,25659628.0,0.7789725209080047,FACOAE181_r
1.1.1.B47,440,Metallosphaera sedula,2.6434526764861874,['A4YGN0'],2372,19684143.0,0.9915671117357695,ALDD3y_r
1.1.1.B47,440,Metallosphaera sedula,2.6434526764861874,['A4YGN0'],2371,19684143.0,0.9896142433234422,ALDD4_r
1.1.1.B47,440,Metallosphaera sedula,2.6434526764861874,['A4YGN0'],2372,19684143.0,0.9915671117357695,ALDD3y_r
1.1.1.B51,15.1,Rhodotorula mucilaginosa,1.1789769472931695,['B9ZZZ6'],2373,24507746.0,0.9644079397672827,DXPRIi
1.1.1.B57,1719,Pyrobaculum aerophilum,3.2352758766870524,['Q8ZUP0'],2374,20406673.0,0.9696760854583046,ALDD3y_r
1.1.1.B60,3820,Gluconobacter oxydans,3.582063362911709,,2376,27633501.0,0.989451476793249,G3PD2
1.1.1.B65,0.9,Pseudomonas putida,-0.045757490560675115,,2379,0.0,0.9832483612527313,LDH_D
1.1.1.B65,0.9,Pseudomonas putida,-0.045757490560675115,,2380,0.0,0.9854671280276817,HPYRRy_r
1.1.1.B65,0.9,Pseudomonas putida,-0.045757490560675115,,2379,0.0,0.9832483612527313,LDH_D
1.1.1.B65,0.3,Pseudomonas putida,-0.5228787452803376,,2380,0.0,0.9854671280276817,HPYRRy_r
1.1.2.10,1.2,Methylorubrum extorquens,0.07918124604762482,,2382,31017712.0,0.6711915535444947,MI1PS
1.1.2.10,2.8,Methylorubrum extorquens,0.4471580313422192,,2382,31017712.0,0.6711915535444947,MI1PS
1.1.2.10,4,Methylorubrum extorquens,0.6020599913279624,,2382,31017712.0,0.6711915535444947,MI1PS
1.1.2.7,0.15,Hyphomicrobium denitrificans,-0.8239087409443188,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.2.7,0.21,Hyphomicrobium denitrificans,-0.6777807052660807,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.2.7,0.33,Hyphomicrobium denitrificans,-0.4814860601221125,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.2.7,0.41,Hyphomicrobium denitrificans,-0.38721614328026455,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.2.7,0.45,Hyphomicrobium denitrificans,-0.3467874862246563,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.2.7,0.87,Hyphomicrobium denitrificans,-0.060480747381381476,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.2.7,0.87,Hyphomicrobium denitrificans,-0.060480747381381476,,2398,16533029.0,0.9338781575037147,PPPGO
1.1.3.10,0.39,Pseudarthrobacter siccitolerans,-0.4089353929735008,,2404,0.0,0.7531734837799718,ADNUC_r
1.1.3.10,0.39,Pseudarthrobacter siccitolerans,-0.4089353929735008,,2406,0.0,0.7753623188405797,ADNUC_r
1.1.3.10,0.39,Pseudarthrobacter siccitolerans,-0.4089353929735008,,2408,0.0,0.7919762258543833,ADNUC_r
1.1.3.10,0.39,Pseudarthrobacter siccitolerans,-0.4089353929735008,,2410,0.0,0.7742899850523169,ADNUC_r
1.1.3.10,0.39,Pseudarthrobacter siccitolerans,-0.4089353929735008,,2412,0.0,0.8109756097560976,ADNUC_r
1.1.3.10,3.8,Trametes ochracea,0.5797835966168101,['Q7ZA32'],2417,20528921.0,0.7531734837799718,ADNUC_r
1.1.3.10,3.8,Trametes ochracea,0.5797835966168101,['Q7ZA32'],2419,20528921.0,0.7753623188405797,ADNUC_r
1.1.3.10,4.79,Trametes ochracea,0.6803355134145632,['Q7ZA32'],2423,19143837.0,0.7531734837799718,ADNUC_r
1.1.3.10,4.79,Trametes ochracea,0.6803355134145632,['Q7ZA32'],2426,19143837.0,0.7753623188405797,ADNUC_r
1.1.3.10,92.3,Lyophyllum shimeji,1.965201701025912,['Q75ZP8'],2430,20630076.0,0.7753623188405797,ADNUC_r
1.1.3.10,152,Trametes ochracea,2.1818435879447726,['Q7ZA32'],2423,19143837.0,0.7531734837799718,ADNUC_r
1.1.3.10,152,Trametes ochracea,2.1818435879447726,['Q7ZA32'],2426,19143837.0,0.7753623188405797,ADNUC_r
1.1.3.10,160,Trametes ochracea,2.2041199826559246,['Q7ZA32'],2417,20528921.0,0.7531734837799718,ADNUC_r
1.1.3.10,160,Trametes ochracea,2.2041199826559246,['Q7ZA32'],2419,20528921.0,0.7753623188405797,ADNUC_r
1.1.3.10,400,Phanerochaete chrysosporium,2.6020599913279625,['Q6QWR1'],2443,19501263.0,0.7531734837799718,ADNUC_r
1.1.3.10,400,Phanerochaete chrysosporium,2.6020599913279625,['Q6QWR1'],2445,19501263.0,0.7753623188405797,ADNUC_r
1.1.3.10,477,Phanerochaete chrysosporium,2.678518379040114,['Q6QWR1'],2443,19501263.0,0.7531734837799718,ADNUC_r
1.1.3.10,477,Phanerochaete chrysosporium,2.678518379040114,['Q6QWR1'],2445,19501263.0,0.7753623188405797,ADNUC_r
1.1.3.10,0.12,Phanerochaete chrysosporium,-0.9208187539523752,['Q6QWR1'],2446,19501263.0,0.8478260869565217,GALM2pp
1.1.3.10,0.57,Pseudarthrobacter siccitolerans,-0.24412514432750865,,2404,0.0,0.7531734837799718,ADNUC_r
1.1.3.10,0.57,Pseudarthrobacter siccitolerans,-0.24412514432750865,,2405,0.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,1.02,Lyophyllum shimeji,0.00860017176191757,['Q75ZP8'],2429,20630076.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,1.7,Trametes ochracea,0.2304489213782739,['Q7ZA32'],2417,20528921.0,0.7531734837799718,ADNUC_r
1.1.3.10,1.7,Trametes ochracea,0.2304489213782739,['Q7ZA32'],2418,20528921.0,0.6422845691382766,GLCP_r
1.1.3.10,2.51,Trametes ochracea,0.3996737214810381,['Q7ZA32'],2423,19143837.0,0.7531734837799718,ADNUC_r
1.1.3.10,2.51,Trametes ochracea,0.3996737214810381,['Q7ZA32'],2425,19143837.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,2.51,Trametes ochracea,0.3996737214810381,['Q7ZA32'],2453,24466218.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,2.73,Trametes ochracea,0.436162647040756,['Q7ZA32'],2455,19370721.0,0.7531734837799718,ADNUC_r
1.1.3.10,2.73,Trametes ochracea,0.436162647040756,['Q7ZA32'],2456,19370721.0,0.6696078431372549,GLCP_r
1.1.3.10,2.73,Trametes ochracea,0.436162647040756,['Q7ZA32'],2457,19370721.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,4.87,Phanerochaete chrysosporium,0.6875289612146344,['Q6QWR1'],2443,19501263.0,0.7531734837799718,ADNUC_r
1.1.3.10,4.87,Phanerochaete chrysosporium,0.6875289612146344,['Q6QWR1'],2444,19501263.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,0.153,Pseudarthrobacter siccitolerans,-0.8153085691824012,,2406,0.0,0.7753623188405797,ADNUC_r
1.1.3.10,0.153,Pseudarthrobacter siccitolerans,-0.8153085691824012,,2407,0.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,0.48,Pseudarthrobacter siccitolerans,-0.3187587626244128,,2406,0.0,0.7753623188405797,ADNUC_r
1.1.3.10,0.48,Pseudarthrobacter siccitolerans,-0.3187587626244128,,2407,0.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,6.92,Lyophyllum shimeji,0.8401060944567578,['Q75ZP8'],2430,20630076.0,0.7753623188405797,ADNUC_r
1.1.3.10,6.92,Lyophyllum shimeji,0.8401060944567578,['Q75ZP8'],2433,20630076.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,33,Trametes ochracea,1.5185139398778875,['Q7ZA32'],2419,20528921.0,0.7753623188405797,ADNUC_r
1.1.3.10,33,Trametes ochracea,1.5185139398778875,['Q7ZA32'],2420,20528921.0,0.66125,LACZ_r
1.1.3.10,33,Trametes ochracea,1.5185139398778875,['Q7ZA32'],2421,20528921.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,35.4,Trametes ochracea,1.5490032620257879,['Q7ZA32'],2458,19370721.0,0.7753623188405797,ADNUC_r
1.1.3.10,35.4,Trametes ochracea,1.5490032620257879,['Q7ZA32'],2459,19370721.0,0.7016632016632016,MLTG1_r
1.1.3.10,35.4,Trametes ochracea,1.5490032620257879,['Q7ZA32'],2460,19370721.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,42,Trametes ochracea,1.6232492903979006,['Q7ZA32'],2461,25296188.0,0.7753623188405797,ADNUC_r
1.1.3.10,42,Trametes ochracea,1.6232492903979006,['Q7ZA32'],2462,25296188.0,0.7176656151419558,GGPP_r
1.1.3.10,42,Trametes ochracea,1.6232492903979006,['Q7ZA32'],2464,25296188.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,48.1,Trametes ochracea,1.6821450763738317,['Q7ZA32'],2426,19143837.0,0.7753623188405797,ADNUC_r
1.1.3.10,48.1,Trametes ochracea,1.6821450763738317,['Q7ZA32'],2428,19143837.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,48.1,Trametes ochracea,1.6821450763738317,['Q7ZA32'],2454,24466218.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,70,Trametes ochracea,1.845098040014257,['Q7ZA32'],2461,25296188.0,0.7753623188405797,ADNUC_r
1.1.3.10,70,Trametes ochracea,1.845098040014257,['Q7ZA32'],2462,25296188.0,0.7176656151419558,GGPP_r
1.1.3.10,70,Trametes ochracea,1.845098040014257,['Q7ZA32'],2464,25296188.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,83.1,Phanerochaete chrysosporium,1.919601023784111,['Q6QWR1'],2445,19501263.0,0.7753623188405797,ADNUC_r
1.1.3.10,83.1,Phanerochaete chrysosporium,1.919601023784111,['Q6QWR1'],2446,19501263.0,0.8478260869565217,GALM2pp
1.1.3.10,83.1,Phanerochaete chrysosporium,1.919601023784111,['Q6QWR1'],2447,19501263.0,0.9307875894988067,GALM2pp
1.1.3.10,83.1,Phanerochaete chrysosporium,1.919601023784111,['Q6QWR1'],2448,19501263.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,151,Trametes ochracea,2.1789769472931693,['Q7ZA32'],2461,25296188.0,0.7753623188405797,ADNUC_r
1.1.3.10,151,Trametes ochracea,2.1789769472931693,['Q7ZA32'],2462,25296188.0,0.7176656151419558,GGPP_r
1.1.3.10,151,Trametes ochracea,2.1789769472931693,['Q7ZA32'],2464,25296188.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,152,Trametes ochracea,2.1818435879447726,['Q7ZA32'],2461,25296188.0,0.7753623188405797,ADNUC_r
1.1.3.10,152,Trametes ochracea,2.1818435879447726,['Q7ZA32'],2462,25296188.0,0.7176656151419558,GGPP_r
1.1.3.10,152,Trametes ochracea,2.1818435879447726,['Q7ZA32'],2464,25296188.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,5.48,Lyophyllum shimeji,0.7387805584843692,['Q75ZP8'],2434,20630076.0,0.8221185876082612,CTECOAI6_copy1
1.1.3.10,44.9,Phanerochaete chrysosporium,1.6522463410033232,['Q6QWR1'],2449,19501263.0,0.8221185876082612,CTECOAI6_copy1
1.1.3.10,0.3,Phanerochaete chrysosporium,-0.5228787452803376,['Q6QWR1'],2447,19501263.0,0.9307875894988067,GALM2pp
1.1.3.10,6.6,Trametes ochracea,0.8195439355418687,['Q7ZA32'],2418,20528921.0,0.6422845691382766,GLCP_r
1.1.3.10,6.6,Trametes ochracea,0.8195439355418687,['Q7ZA32'],2420,20528921.0,0.66125,LACZ_r
1.1.3.10,210,Trametes ochracea,2.322219294733919,['Q7ZA32'],2418,20528921.0,0.6422845691382766,GLCP_r
1.1.3.10,210,Trametes ochracea,2.322219294733919,['Q7ZA32'],2420,20528921.0,0.66125,LACZ_r
1.1.3.10,0.19,Pseudarthrobacter siccitolerans,-0.721246399047171,,2412,0.0,0.8109756097560976,ADNUC_r
1.1.3.10,0.19,Pseudarthrobacter siccitolerans,-0.721246399047171,,2413,0.0,0.83,CTECOAI6_copy1
1.1.3.10,7.7,Lyophyllum shimeji,0.8864907251724818,['Q75ZP8'],2435,20630076.0,0.8250670241286864,CTECOAI6_copy1
1.1.3.10,58.8,Phanerochaete chrysosporium,1.7693773260761385,['Q6QWR1'],2451,19501263.0,0.8250670241286864,CTECOAI6_copy1
1.1.3.10,109,Phanerochaete chrysosporium,2.037426497940624,['Q6QWR1'],2444,19501263.0,0.8144736842105263,CTECOAI6_copy1
1.1.3.10,109,Phanerochaete chrysosporium,2.037426497940624,['Q6QWR1'],2448,19501263.0,0.8193249503639973,CTECOAI6_copy1
1.1.3.10,109,Phanerochaete chrysosporium,2.037426497940624,['Q6QWR1'],2449,19501263.0,0.8221185876082612,CTECOAI6_copy1
1.1.3.10,109,Phanerochaete chrysosporium,2.037426497940624,['Q6QWR1'],2451,19501263.0,0.8250670241286864,CTECOAI6_copy1
1.1.3.13,5.72,Komagataella pastoris,0.7573960287930241,['P04842'],2465,26905908.0,0.8270524899057874,CTECOAI6_copy1
1.1.3.13,15.6,Gloeophyllum trabeum,1.1931245983544616,['A8DPS4'],2474,17660304.0,0.8270524899057874,CTECOAI6_copy1
1.1.3.15,0.33,Mycolicibacterium smegmatis,-0.4814860601221125,,2479,7358709.0,0.8239625167336011,CTECOAI6_copy1
1.1.3.15,4.1,Homo sapiens,0.6127838567197355,['Q9UJM8'],2476,18215067.0,0.6277372262773723,FRULYSE
1.1.3.15,0.99,Rattus norvegicus,-0.004364805402450088,['Q07523'],2481,15683236.0,0.8210246174318031,CTECOAI6_copy1
1.1.3.15,0.34,Rattus norvegicus,-0.46852108295774486,['Q07523'],2482,15683236.0,0.8210246174318031,CTECOAI6_copy1
1.1.3.15,0.52,Aerococcus viridans,-0.28399665636520083,,2485,8589073.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.15,4.7,Aerococcus viridans,0.6720978579357175,,2485,8589073.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.15,0.52,Aerococcus viridans,-0.28399665636520083,,2485,8589073.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.15,1.1,Mycolicibacterium smegmatis,0.04139268515822508,,2479,7358709.0,0.8239625167336011,CTECOAI6_copy1
1.1.3.15,1.1,Mycolicibacterium smegmatis,0.04139268515822508,,2480,7358709.0,0.8205470313542361,CTECOAI6_copy1
1.1.3.15,4.7,Aerococcus viridans,0.6720978579357175,,2485,8589073.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.17,2.24,Arthrobacter globiformis,0.35024801833416286,,2496,12637017.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,2.83,Alcaligenes sp.,0.45178643552429026,,2499,0.0,0.8269617706237424,CTECOAI6_copy1
1.1.3.17,3,Alcaligenes sp.,0.47712125471966244,,2499,0.0,0.8269617706237424,CTECOAI6_copy1
1.1.3.17,4.4,Arthrobacter globiformis,0.6434526764861874,['Q7X2H8'],2500,17143885.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,13.3,Arthrobacter globiformis,1.1238516409670858,['Q7X2H8'],2500,17143885.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,13.4,Arthrobacter globiformis,1.1271047983648077,['Q7X2H8'],2498,14678796.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,13.4,Arthrobacter globiformis,1.1271047983648077,,2503,20163155.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,14.9,Arthrobacter globiformis,1.173186268412274,['Q7X2H8'],2500,17143885.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,15.5,Arthrobacter globiformis,1.1903316981702914,['Q7X2H8'],2500,17143885.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,20,Arthrobacter globiformis,1.3010299956639813,['Q7X2H8'],2506,26907558.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,60,Arthrobacter globiformis,1.7781512503836436,,2492,15713082.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,60,Arthrobacter globiformis,1.7781512503836436,['Q7X2H8'],2494,20561507.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,61,Arthrobacter globiformis,1.7853298350107671,,2507,15654745.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,86,Arthrobacter globiformis,1.9344984512435677,,2488,15369826.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.17,15,Arthrobacter globiformis,1.1760912590556813,['Q7X2H8'],2508,25478900.0,0.825853985264568,CTECOAI6_copy1
1.1.3.17,15,Arthrobacter globiformis,1.1760912590556813,['Q7X2H8'],2509,25478900.0,0.8286290322580645,CTECOAI6_copy1
1.1.3.2,31,Aerococcus viridans,1.4913616938342726,['Q44467'],2510,8589073.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.2,88,Aerococcus viridans,1.9444826721501687,['Q44467'],2512,27302031.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.2,88,Aerococcus viridans,1.9444826721501687,['Q44467'],2513,26260739.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.2,140,Aerococcus viridans,2.146128035678238,['Q44467'],2515,25423902.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.2,280,Aerococcus viridans,2.4471580313422194,['Q44467'],2510,8589073.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.2,0.0033,Aerococcus viridans,-2.4814860601221125,['Q44467'],2517,8910450.0,0.8171617161716171,CTECOAI6_copy1
1.1.3.2,11,Aerococcus viridans,1.0413926851582251,['Q44467'],2518,8910450.0,0.867273910214704,CTECOAI6_copy1
1.1.3.2,1.25,Aerococcus viridans,0.09691001300805642,['Q44467'],2519,8910450.0,0.8210246174318031,CTECOAI6_copy1
1.1.3.2,0.87,Aerococcus viridans,-0.060480747381381476,['Q44467'],2520,8910450.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.2,283,Aerococcus viridans,2.45178643552429,['Q44467'],2521,8910450.0,0.8209054593874834,CTECOAI6_copy1
1.1.3.21,14.1,Streptococcus sp.,1.14921911265538,,2522,18154320.0,0.8341168569509738,CTECOAI6_copy1
1.1.3.21,17.9,Streptococcus sp.,1.252853030979893,,2522,18154320.0,0.8341168569509738,CTECOAI6_copy1
1.1.3.21,23.8,Enterococcus faecium,1.376576957056512,,2524,3771536.0,0.8341168569509738,CTECOAI6_copy1
1.1.3.37,10.8,Leishmania donovani,1.0334237554869496,['C8CCV9'],2526,21907739.0,0.8198553583168968,CTECOAI6_copy1
1.1.3.38,11,Penicillium simplicissimum,1.0413926851582251,['P56216'],2536,27214042.0,0.7111959287531806,PROD3
1.1.3.4,0.74,Streptomyces coelicolor,-0.13076828026902382,,2539,0.0,0.8200531208499336,CTECOAI6_copy1
1.1.3.4,0.85,Streptomyces coelicolor,-0.07058107428570728,,2544,0.0,0.8250670241286864,CTECOAI6_copy1
1.1.3.4,58,Aspergillus niger,1.7634279935629373,['P13006'],2558,21915588.0,0.8209549071618037,CTECOAI6_copy1
1.1.3.4,434,Aspergillus niger,2.637489729512511,['P13006'],2559,27641970.0,0.8209549071618037,CTECOAI6_copy1
1.1.3.4,446,Aspergillus niger,2.649334858712142,['P13006'],2559,27641970.0,0.8209549071618037,CTECOAI6_copy1
1.1.3.4,815,Aspergillus niger,2.9111576087399764,['P13006'],2560,1932088.0,0.8209549071618037,CTECOAI6_copy1
1.1.3.4,920,Aspergillus niger,2.963787827345555,['P13006'],2560,1932088.0,0.8209549071618037,CTECOAI6_copy1
1.1.3.4,2003,Penicillium amagasakiense,3.3016809492935764,['P81156'],2561,10749686.0,0.8209549071618037,CTECOAI6_copy1
1.1.3.41,0.74,Streptomyces coelicolor,-0.13076828026902382,,2563,0.0,0.8151815181518152,CTECOAI6_copy1
1.1.3.41,0.74,Streptomyces coelicolor,-0.13076828026902382,,2564,0.0,0.8151815181518152,CTECOAI6_copy1
1.1.3.41,0.85,Streptomyces coelicolor,-0.07058107428570728,,2569,0.0,0.8250670241286864,CTECOAI6_copy1
1.1.3.41,13,Streptomyces coelicolor,1.1139433523068367,,2588,0.0,0.8239625167336011,CTECOAI6_copy1
1.1.3.46,3.5,Streptomyces coelicolor,0.5440680443502757,['Q9Z4X8'],2589,25713978.0,0.8151315789473684,CTECOAI6_copy1
1.1.3.47,9.9,Methylovorus sp. MP688,0.9956351945975499,['E4QP00'],2616,24271187.0,0.8112712975098296,CTECOAI6_copy1
1.1.3.47,9.9,Methylovorus sp. MP688,0.9956351945975499,['E4QP00'],2602,24802551.0,0.8112712975098296,CTECOAI6_copy1
1.1.3.47,20.1,Pleurotus eryngii,1.3031960574204888,['O94219'],2594,25639975.0,0.8112712975098296,CTECOAI6_copy1
1.1.3.47,20.1,Pleurotus eryngii,1.3031960574204888,['O94219'],2595,25639975.0,0.8080939947780679,CTECOAI6_copy1
1.1.3.47,20.1,Pleurotus eryngii,1.3031960574204888,['O94219'],2596,25639975.0,0.8080939947780679,CTECOAI6_copy1
1.1.3.6,0.8,Brevibacterium sterolicum,-0.09691001300805639,,2619,9428686.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,0.8,Brevibacterium sterolicum,-0.09691001300805639,,2620,9428686.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,3,Streptomyces hygroscopicus,0.47712125471966244,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,6,Streptomyces hygroscopicus,0.7781512503836436,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,9,Streptomyces hygroscopicus,0.9542425094393249,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,11,Streptomyces hygroscopicus,1.0413926851582251,,2619,9428686.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,11,Streptomyces hygroscopicus,1.0413926851582251,,2620,9428686.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,11,Streptomyces hygroscopicus,1.0413926851582251,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,28,Streptomyces hygroscopicus,1.4471580313422192,,2624,10447682.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,28,Streptomyces hygroscopicus,1.4471580313422192,,2625,10447682.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,32,Streptomyces hygroscopicus,1.505149978319906,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,40,Streptomyces sp.,1.6020599913279623,,2637,12082166.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,42,Streptomyces sp.,1.6232492903979006,['P12676'],2642,18410129.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,43,Brevibacterium sterolicum,1.6334684555795864,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,44,Streptomyces sp.,1.6434526764861874,['P12676'],2643,10194345.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,44,Streptomyces sp.,1.6434526764861874,['P12676'],2644,10194345.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,44,Streptomyces sp.,1.6434526764861874,,2646,12051668.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,46,Streptomyces sp.,1.662757831681574,['P12676'],2647,19923719.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,47,Streptomyces sp.,1.6720978579357175,['P12676'],2642,18410129.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,47,Streptomyces sp.,1.6720978579357175,['P12676'],2647,19923719.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,48,Brevibacterium sterolicum,1.6812412373755872,,2624,10447682.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,48,Brevibacterium sterolicum,1.6812412373755872,,2625,10447682.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,48,Brevibacterium sterolicum,1.6812412373755872,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,48.1,Brevibacterium sterolicum,1.6821450763738317,,2624,10447682.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,48.1,Brevibacterium sterolicum,1.6821450763738317,,2625,10447682.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,56,Brevibacterium sterolicum,1.7481880270062005,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,57,Brevibacterium sterolicum,1.7558748556724915,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,63,Streptomyces hygroscopicus,1.7993405494535817,,2624,10447682.0,0.7799410029498525,RHACOAR120_r
1.1.3.6,63,Streptomyces hygroscopicus,1.7993405494535817,,2625,10447682.0,0.8163265306122449,CTECOAI6_copy1
1.1.3.6,63,Streptomyces hygroscopicus,1.7993405494535817,,2632,19843169.0,0.7799410029498525,RHACOAR120_r
